year,company_name,amount,state_code,category
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,387934,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,602040,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,7750000,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,7168632,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,33030611,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,2066805,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,870000,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,1405359,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,4961119,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,3694908.42,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,292377.29,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,114112.2,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,423748,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,790546,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,3072599,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,22600000,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,1519866,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,7291494,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,38482828,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,1846663,CA,Traditional Contractors
2021,CALIFORNIA INSTITUTE OF TECHNOLOGY,509508,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,391732,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,2567735,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,7526584,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,8000000,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,1504093,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,800000,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,391100,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,0.01,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,68211.38,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,115250244,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,1812357,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,4690691,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,341168.74,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,33589.86,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,3252442,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,974983,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,734523,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,2297971,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,224252,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,736681,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,526904.1,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,2577754,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,125471.88,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,4096060,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,65575.91,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,80328,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,1972824,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,48250,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,14939136,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,7589539,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,2433992,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,842214.5,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,147117,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,430995,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,219411,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,4877386,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,568534,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,31020505,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,4760419,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,3779644,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,11960442,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,11400000,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,785953,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,691952,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,385100,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,779923,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,22454941,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,911417,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,272098,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,4547942,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,0,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,2727706.99,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,1257521,CA,Traditional Contractors
2022,CALIFORNIA INSTITUTE OF TECHNOLOGY,575751.1,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,106000,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,607543,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,5727278,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,615219,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,1286100,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,3361491.08,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,632165,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,474348,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,1397512,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,505409,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,436401,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,80755,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,6378233,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,9320404,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,50000,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,850000,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,7517000,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,5200000,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,1130000,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,440000,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,381847,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,653123,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,76120439,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,2213065,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,6000000,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,410845,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,1354018,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,3672522,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,189739,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,770479,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,94317778.45,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,968306,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,365057,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,1071000,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,21394000,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,2556441,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,2477899,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,49292,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,877395,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,196986,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,400902,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,390074,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,437919,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,1078238,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,1250344.81,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,313562,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,4996913,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,31000000,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,5400000,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,326284,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,274347,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,11858171,CA,Traditional Contractors
2023,CALIFORNIA INSTITUTE OF TECHNOLOGY,150000,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,5515803,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,64940,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,428300,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,187378,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,150160,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,97300,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,70387,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,254967,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,320000,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,1933000,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,3577996,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,1996693,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,165047,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,52167,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,150160,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,2993264,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,510990,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,90000,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,915040,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,281555,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,765936,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,2571200,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,309489,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,510700,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,6155901,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,3714552,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,146054,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,6695349,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,70000,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,1116200,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,263683,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,54870,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,23283656.9,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,4203230,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,27853642,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,197299,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,532078,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,521591,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,46925,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,2108747,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,314054,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,234625,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,118119,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,657888,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,281550,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,29944,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,599996,CA,Traditional Contractors
2024,CALIFORNIA INSTITUTE OF TECHNOLOGY,366000,CA,Traditional Contractors
2016,CALNET,0,VA,Traditional Contractors
2016,CALNET,6667,VA,Traditional Contractors
2018,CALSPAN SYSTEMS,0,VA,Traditional Contractors
2018,CALSPAN SYSTEMS,0,VA,Traditional Contractors
2019,CALSPAN SYSTEMS,102830,VA,Traditional Contractors
2019,CALSPAN SYSTEMS,94982,VA,Traditional Contractors
2020,CALSPAN SYSTEMS,233985,VA,Traditional Contractors
2020,CALSPAN SYSTEMS,147183,VA,Traditional Contractors
2021,CALSPAN SYSTEMS,180772.41,VA,Traditional Contractors
2024,CALSPAN SYSTEMS,76146,VA,Traditional Contractors
2024,CALSPAN SYSTEMS,50000,VA,Traditional Contractors
2020,CAMX POWER,149177,MA,Traditional Contractors
2020,CARBON CONSULTANTS,2857092,WA,Traditional Contractors
2018,CASCADE TECHNOLOGIES,124704,CA,Traditional Contractors
2018,CASCADE TECHNOLOGIES,124713,CA,Traditional Contractors
2019,CASCADE TECHNOLOGIES,749997,CA,Traditional Contractors
2020,CASCADE TECHNOLOGIES,124984,CA,Traditional Contractors
2019,CASE WESTERN RESERVE UNIVERSITY,200000,OH,Traditional Contractors
2024,CASE WESTERN RESERVE UNIVERSITY,33269,OH,Traditional Contractors
2020,CATALYZEH2O,125000,AR,Traditional Contractors
2021,CAVU CONSULTING,3500,CA,Traditional Contractors
2021,CAVU CONSULTING,0,CA,Traditional Contractors
2021,CAVU CONSULTING,1679628.6,CA,Traditional Contractors
2021,CAVU CONSULTING,5207398.91,CA,Traditional Contractors
2024,CAVU CONSULTING,2026605.53,CA,Traditional Contractors
2022,CEDARSSINAI MEDICAL CENTER,1735391,CA,Traditional Contractors
2020,CENTRA TECHNOLOGY,87953.56,MA,Traditional Contractors
2020,CENTRA TECHNOLOGY,240491,MA,Traditional Contractors
2020,CENTRA TECHNOLOGY,614797.93,VA,Traditional Contractors
2020,CENTRA TECHNOLOGY,447032.43,VA,Traditional Contractors
2020,CENTRA TECHNOLOGY,498733.46,VA,Traditional Contractors
2020,CENTRA TECHNOLOGY,239801.25,VA,Traditional Contractors
2020,CENTRA TECHNOLOGY,0,VA,Traditional Contractors
2021,CENTRA TECHNOLOGY,565628.58,VA,Traditional Contractors
2021,CENTRA TECHNOLOGY,416614.6,VA,Traditional Contractors
2021,CENTRA TECHNOLOGY,561720.26,VA,Traditional Contractors
2021,CENTRA TECHNOLOGY,557490.04,VA,Traditional Contractors
2022,CENTRA TECHNOLOGY,159687.73,VA,Traditional Contractors
2022,CENTRA TECHNOLOGY,292178.36,VA,Traditional Contractors
2022,CENTRA TECHNOLOGY,1109696.03,VA,Traditional Contractors
2023,CENTRA TECHNOLOGY,1060769.16,VA,Traditional Contractors
2024,CENTRA TECHNOLOGY,364000,VA,Traditional Contractors
2024,CENTRA TECHNOLOGY,910000,VA,Traditional Contractors
2024,CENTRA TECHNOLOGY,228872.11,VA,Traditional Contractors
2023,CENTURUM INFORMATION TECHNOLOGY,204052.9,NJ,Traditional Contractors
2019,CERTAINTECH,124990,VA,Traditional Contractors
2019,CERTAINTECH,123141,VA,Traditional Contractors
2018,CFD RESEARCH,124995,AL,Traditional Contractors
2018,CFD RESEARCH,124946,AL,Traditional Contractors
2018,CFD RESEARCH,749976,AL,Traditional Contractors
2018,CFD RESEARCH,1049873,AL,Traditional Contractors
2018,CFD RESEARCH,99964,AL,Traditional Contractors
2018,CFD RESEARCH,749859,AL,Traditional Contractors
2018,CFD RESEARCH,749891,AL,Traditional Contractors
2018,CFD RESEARCH,124915,AL,Traditional Contractors
2018,CFD RESEARCH,124894,AL,Traditional Contractors
2018,CFD RESEARCH,124798,AL,Traditional Contractors
2018,CFD RESEARCH,69944,AL,Traditional Contractors
2019,CFD RESEARCH,12500,AL,Traditional Contractors
2019,CFD RESEARCH,124951,AL,Traditional Contractors
2019,CFD RESEARCH,124882,AL,Traditional Contractors
2019,CFD RESEARCH,124879,AL,Traditional Contractors
2019,CFD RESEARCH,745398,AL,Traditional Contractors
2019,CFD RESEARCH,174133.28,AL,Traditional Contractors
2019,CFD RESEARCH,5000,AL,Traditional Contractors
2019,CFD RESEARCH,0,AL,Traditional Contractors
2020,CFD RESEARCH,748094,AL,Traditional Contractors
2020,CFD RESEARCH,847991,AL,Traditional Contractors
2020,CFD RESEARCH,24801,AL,Traditional Contractors
2020,CFD RESEARCH,999899,AL,Traditional Contractors
2020,CFD RESEARCH,124973,AL,Traditional Contractors
2020,CFD RESEARCH,124901,AL,Traditional Contractors
2020,CFD RESEARCH,747969,AL,Traditional Contractors
2021,CFD RESEARCH,140000,AL,Traditional Contractors
2022,CFD RESEARCH,0,AL,Traditional Contractors
2018,CGH TECHNOLOGIES,124939,DC,Traditional Contractors
2019,CGH TECHNOLOGIES,749994,DC,Traditional Contractors
2022,CHARLES RIVER ANALYTICS,224994.23,MA,Traditional Contractors
2022,CHARLES RIVER ANALYTICS,224974.31,MA,Traditional Contractors
2019,CHEMTRONERGY,125000,UT,Traditional Contractors
2021,CHEMTRONERGY,750000,UT,Traditional Contractors
2024,CIMARRON SOFTWARE SERVICES,10000,TX,Traditional Contractors
2023,CITY LABS,376250,FL,Traditional Contractors
2021,CLOSTRA,1499955,CA,Traditional Contractors
2019,CMSOFT,124652,CA,Traditional Contractors
2020,CMSOFT,759083,CA,Traditional Contractors
2023,CODE 13 SECURITY,999802,CO,Traditional Contractors
2021,COHERENT TECHNICAL SERVICES,3783087.12,MD,Traditional Contractors
2021,COHERENT TECHNICAL SERVICES,240045.07,MD,Traditional Contractors
2022,COHERENT TECHNICAL SERVICES,1425652.21,MD,Traditional Contractors
2024,COHERENT TECHNICAL SERVICES,213533.06,MD,Traditional Contractors
2024,COHERENT TECHNICAL SERVICES,262297.97,MD,Traditional Contractors
2024,COHERENT TECHNICAL SERVICES,295000,MD,Traditional Contractors
2018,COLDQUANTA,124988,CO,Traditional Contractors
2019,COLDQUANTA,1000000,CO,Traditional Contractors
2019,COLDQUANTA,1058847,CO,Traditional Contractors
2021,COLDQUANTA,86000,CO,Traditional Contractors
2021,COLDQUANTA,1750000,CO,Traditional Contractors
2018,COLE ENGINEERING SERVICES,49782.84,FL,Traditional Contractors
2024,COLLINS ENGINE NOZZLES,470426.19,IA,Traditional Contractors
2019,COLORADO POWER ELECTRONICS,124582,CO,Traditional Contractors
2022,COLORADO STATE UNIVERSITY,4517817,CO,Traditional Contractors
2015,COLSA,700000,AL,Traditional Contractors
2015,COLSA,1100000,AL,Traditional Contractors
2016,COLSA,205658.43,AL,Traditional Contractors
2016,COLSA,407533.54,AL,Traditional Contractors
2016,COLSA,897907.47,AL,Traditional Contractors
2016,COLSA,207240.56,AL,Traditional Contractors
2016,COLSA,831751.89,AL,Traditional Contractors
2016,COLSA,92410.93,AL,Traditional Contractors
2016,COLSA,547540,AL,Traditional Contractors
2016,COLSA,310657,AL,Traditional Contractors
2017,COLSA,367563.04,AL,Traditional Contractors
2017,COLSA,192500,AL,Traditional Contractors
2017,COLSA,1100000,AL,Traditional Contractors
2017,COLSA,350000,AL,Traditional Contractors
2017,COLSA,819000,AL,Traditional Contractors
2017,COLSA,350000,AL,Traditional Contractors
2017,COLSA,250000,AL,Traditional Contractors
2017,COLSA,49130.02,AL,Traditional Contractors
2017,COLSA,944395.63,AL,Traditional Contractors
2017,COLSA,545480.62,AL,Traditional Contractors
2017,COLSA,123574.04,AL,Traditional Contractors
2017,COLSA,90187.7,AL,Traditional Contractors
2017,COLSA,278758.28,AL,Traditional Contractors
2017,COLSA,400000,AL,Traditional Contractors
2018,COLSA,209791.27,AL,Traditional Contractors
2018,COLSA,249969.13,AL,Traditional Contractors
2018,COLSA,1098798.4,AL,Traditional Contractors
2018,COLSA,639393.66,AL,Traditional Contractors
2018,COLSA,630000,AL,Traditional Contractors
2018,COLSA,650000,AL,Traditional Contractors
2018,COLSA,320000,AL,Traditional Contractors
2018,COLSA,200000,AL,Traditional Contractors
2018,COLSA,42891.35,AL,Traditional Contractors
2018,COLSA,550000,AL,Traditional Contractors
2018,COLSA,499921.56,AL,Traditional Contractors
2019,COLSA,1399938.47,AL,Traditional Contractors
2019,COLSA,749961.92,AL,Traditional Contractors
2019,COLSA,969427.44,AL,Traditional Contractors
2019,COLSA,1799937.83,AL,Traditional Contractors
2019,COLSA,996776.66,AL,Traditional Contractors
2020,COLSA,169938.88,AL,Traditional Contractors
2018,COMBUSTION RESEARCH FLOW TECHNOLOGY,749999,PA,Traditional Contractors
2019,COMBUSTION RESEARCH FLOW TECHNOLOGY,124999,PA,Traditional Contractors
2019,COMBUSTION RESEARCH FLOW TECHNOLOGY,124996,PA,Traditional Contractors
2019,COMBUSTION RESEARCH FLOW TECHNOLOGY,99996,PA,Traditional Contractors
2020,COMBUSTION RESEARCH FLOW TECHNOLOGY,124996,PA,Traditional Contractors
2020,COMBUSTION RESEARCH FLOW TECHNOLOGY,124999,PA,Traditional Contractors
2020,COMBUSTION RESEARCH FLOW TECHNOLOGY,999997,PA,Traditional Contractors
2020,COMBUSTION RESEARCH FLOW TECHNOLOGY,749998,PA,Traditional Contractors
2018,COMPOSITE TECHNOLOGY DEVELOPMENT,124960,CO,Traditional Contractors
2018,COMPOSITES AUTOMATION,749962,DE,Traditional Contractors
2018,COMPOSITES AUTOMATION,749997,DE,Traditional Contractors
2018,COMPOSITES AUTOMATION,124992,DE,Traditional Contractors
2018,COMPUTATIONAL PHYSICS,121532,VA,Traditional Contractors
2019,COMPUTATIONAL PHYSICS,749365,VA,Traditional Contractors
2022,COMPUTATIONAL PHYSICS,4497585.94,VA,Traditional Contractors
2018,CONNECTICUT ANALYTICAL,749019,CT,Traditional Contractors
2018,CONNECTICUT ANALYTICAL,111999,CT,Traditional Contractors
2018,CONNECTICUT ANALYTICAL,124562,CT,Traditional Contractors
2019,CONNECTICUT ANALYTICAL,124731,CT,Traditional Contractors
2019,CONNECTICUT ANALYTICAL,124436,CT,Traditional Contractors
2019,CONNECTICUT ANALYTICAL,748693,CT,Traditional Contractors
2019,CONNECTICUT ANALYTICAL,733262,CT,Traditional Contractors
2024,CONSOLIDATED SAFETY SERVICES INCORPORATED,10000,VA,Traditional Contractors
2018,CONTINENTAL CONTROLS AND DESIGN,124919,CA,Traditional Contractors
2019,CONTINENTAL CONTROLS AND DESIGN,754476,CA,Traditional Contractors
2019,CONTINENTAL TIDE DEFENSE SYSTEMS,186735.2,PA,Traditional Contractors
2018,CONTINUUM DYNAMICS,123731,NJ,Traditional Contractors
2018,CONTINUUM DYNAMICS,124845,NJ,Traditional Contractors
2018,CONTINUUM DYNAMICS,749510,NJ,Traditional Contractors
2019,CONTINUUM DYNAMICS,749947,NJ,Traditional Contractors
2019,CONTINUUM DYNAMICS,124864,NJ,Traditional Contractors
2019,CONTINUUM DYNAMICS,124987,NJ,Traditional Contractors
2020,CONTINUUM DYNAMICS,123343,NJ,Traditional Contractors
2020,CONTINUUM DYNAMICS,123144,NJ,Traditional Contractors
2021,CONTINUUM DYNAMICS,741182,NJ,Traditional Contractors
2021,CONTINUUM DYNAMICS,749759,NJ,Traditional Contractors
2020,CONVERGENT MANUFACTURING TECHNOLOGIES US,124569,WA,Traditional Contractors
2020,CONVERTER SOURCE,124824,OH,Traditional Contractors
2018,COOLCAD ELECTRONICS,124990,MD,Traditional Contractors
2019,COOLCAD ELECTRONICS,124999,MD,Traditional Contractors
2019,COOLCAD ELECTRONICS,949960,MD,Traditional Contractors
2020,COOLCAD ELECTRONICS,124998,MD,Traditional Contractors
2020,COOLCAD ELECTRONICS,124998,MD,Traditional Contractors
2019,COPIOUS IMAGING,123235,MA,Traditional Contractors
2020,COPIOUS IMAGING,749769,MA,Traditional Contractors
2021,COREPOWER MAGNETICS,224591,PA,Traditional Contractors
2018,CORNERSTONE RESEARCH GROUP,249938.42,OH,Traditional Contractors
